CASE_ID,ACCIDENT_YEAR,PROC_DATE,JURIS,COLLISION_DATE,COLLISION_TIME,OFFICER_ID,REPORTING_DISTRICT,DAY_OF_WEEK,CHP_SHIFT,POPULATION,CNTY_CITY_LOC,SPECIAL_COND,BEAT_TYPE,CHP_BEAT_TYPE,CITY_DIVISION_LAPD,CHP_BEAT_CLASS,BEAT_NUMBER,PRIMARY_RD,SECONDARY_RD,DISTANCE,DIRECTION,INTERSECTION,WEATHER_1,WEATHER_2,STATE_HWY_IND,CALTRANS_COUNTY,CALTRANS_DISTRICT,STATE_ROUTE,ROUTE_SUFFIX,POSTMILE_PREFIX,POSTMILE,LOCATION_TYPE,RAMP_INTERSECTION,SIDE_OF_HWY,TOW_AWAY,COLLISION_SEVERITY,NUMBER_KILLED,NUMBER_INJURED,PARTY_COUNT,PRIMARY_COLL_FACTOR,PCF_CODE_OF_VIOL,PCF_VIOL_CATEGORY,PCF_VIOLATION,PCF_VIOL_SUBSECTION,HIT_AND_RUN,TYPE_OF_COLLISION,MVIW,PED_ACTION,ROAD_SURFACE,ROAD_COND_1,ROAD_COND_2,LIGHTING,CONTROL_DEVICE,CHP_ROAD_TYPE,PEDESTRIAN_ACCIDENT,BICYCLE_ACCIDENT,MOTORCYCLE_ACCIDENT,TRUCK_ACCIDENT,NOT_PRIVATE_PROPERTY,ALCOHOL_INVOLVED,STWD_VEHTYPE_AT_FAULT,CHP_VEHTYPE_AT_FAULT,COUNT_SEVERE_INJ,COUNT_VISIBLE_INJ,COUNT_COMPLAINT_PAIN,COUNT_PED_KILLED,COUNT_PED_INJURED,COUNT_BICYCLIST_KILLED,COUNT_BICYCLIST_INJURED,COUNT_MC_KILLED,COUNT_MC_INJURED,PRIMARY_RAMP,SECONDARY_RAMP,LATITUDE,LONGITUDE
"5542414",2012,20120813,1942,20120613,0815,"32576","0503","3","5","7","1942","0","0","0","E","0","5TL21","PACIFIC COAST HWY","DODGE AV","30","E","N","B","-","Y","LA",7,1,"-","-",12,"H","-","N","Y","1",1,0,1,"A","-","05",21651,"A","N","E","I","A","A","H","-","A","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"5542441",2012,20120720,1942,20120708,2345,"39184","0159","7","5","7","1942","0","0","0","A","0","1T11-W","EAST 6TH ST","MATEO ST","902","E","N","A","-","N","",,,"","",,"","","","Y","1",1,2,2,"A","-","01",23152,"A","N","D","C","A","A","H","-","C","A","0","","","","","Y","Y","A","01",1,0,1,0,0,0,0,0,0,"-","-",,
"5542500",2012,20120416,1942,20120405,0455,"38413","1665","4","5","7","1942","0","0","0","P","0","21TL65","GLENOAKS BL","PEORIA ST","0","","Y","A","-","N","",,,"","",,"","","","Y","1",1,0,2,"A","-","09",21801,"A","N","D","C","A","A","H","-","C","A","0","","","Y","","Y","","A","01",0,0,0,0,0,0,0,1,0,"-","-",,
"5542571",2012,20120510,1942,20120329,1535,"35643","1435","4","5","7","1942","0","0","0","N","0","8TL28","MCLAUGHLIN AV","VICTORIA AV","385","S","N","A","-","N","",,,"","",,"","","","N","1",1,0,2,"A","-","- ",,"","N","G","B","D","A","H","-","A","D","0","Y","","","","Y","","N","60",0,0,0,1,0,0,0,0,0,"-","-",,
"5542579",2012,20120510,1942,20120409,1730,"36256","1838","1","5","7","1942","0","0","0","R","0","18T39","105TH ST","CROESUS AV","0","","Y","A","-","N","",,,"","",,"","","","Y","1",1,0,2,"A","-","03",22350,"","N","D","C","A","A","H","-","A","A","0","","","Y","","Y","","C","02",0,0,0,0,0,0,0,1,0,"-","-",,
"5542598",2012,20120516,1942,20120328,0525,"37482","0111","3","5","7","1942","0","0","0","A","0","1TL11","ALAMEDA ST","CESAR E CHAVEZ AV","0","","Y","A","-","N","",,,"","",,"","","","Y","1",1,2,2,"A","-","12",21453,"A","N","D","C","A","A","H","-","C","A","0","","","Y","","Y","","A","07",1,0,1,0,0,0,0,1,1,"-","-",,
"5542615",2012,20120516,1942,20120314,1935,"32230","1527","3","5","7","1942","0","0","0","O","0","6D252","VINELAND AV","ERWIN ST","0","","Y","A","-","N","",,,"","",,"","","","Y","1",1,0,2,"A","-","10",21954,"B","N","G","B","D","A","H","-","C","D","0","Y","","","","Y","Y","-","- ",0,0,0,1,0,0,0,0,0,"-","-",,
"5542648",2012,20120515,1942,20120330,2220,"30083","1132","5","5","7","1942","0","0","0","K","0","11T21","ROWENA AV","AUBURN ST","175","E","N","A","-","N","",,,"","",,"","","","N","1",1,0,2,"A","-","11",21954,"A","N","G","B","D","A","H","-","C","D","0","Y","","","","Y","","N","60",0,0,0,1,0,0,0,0,0,"-","-",,
"5542649",2012,20120515,1942,20120320,1455,"36160","0299","2","5","7","1942","0","0","0","B","0","13TL44","WASHINGTON BL","UNION AV","0","","Y","A","-","N","",,,"","",,"","","","Y","1",1,2,2,"A","-","09",21801,"A","N","D","C","A","A","H","-","A","A","0","","","","Y","Y","","-","- ",0,2,0,0,0,0,0,0,0,"-","-",,
"5542682",2012,20120510,1942,20120411,0935,"39349","1184","3","5","7","1942","0","0","0","K","0","2TL25","ECHO PARK AV","LUCRETIA AV","0","","Y","B","-","N","",,,"","",,"","","","Y","1",1,0,2,"A","-","10",21950,"A","N","G","B","B","A","H","-","A","A","0","Y","","","","Y","","A","01",0,0,0,1,0,0,0,0,0,"-","-",,
"5542690",2012,20120510,1942,20120413,0120,"36814","0111","5","5","7","1942","0","0","0","A","0","2T15","BUNKER HILL AV","NEW DEPOT ST","350","S","N","B","-","N","",,,"","",,"","","","Y","1",1,0,3,"A","-","03",22350,"","N","D","E","A","A","H","-","C","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"5542700",2012,20120703,1942,20120311,0855,"37080","1558","7","5","7","1942","0","0","0","O","0","16T23","LANKERSHIM BL","CAMPO DE CAHUENGA BL","13","N","N","A","-","N","",,,"","",,"","","","N","1",1,0,2,"A","-","10",21950,"A","N","G","B","B","A","H","-","A","A","0","Y","","","","Y","","A","01",0,0,0,1,0,0,0,0,0,"-","-",,
"5542733",2012,20120517,1942,20120108,0150,"36946","0162","7","5","7","1942","0","0","0","A","0","1TL11","8TH ST","GRAND AV","16","W","N","A","-","N","",,,"","",,"","","","N","1",1,0,2,"A","-","11",21456,"B","N","G","B","B","A","H","-","C","A","0","Y","","","","Y","Y","N","60",0,0,0,1,0,0,0,0,0,"-","-",,
"5542748",2012,20120517,1942,20120413,0400,"38897","0659","5","5","7","1942","0","0","0","F","0","6T7","SUNSET BL","WESTERN AV","183","W","N","B","-","N","",,,"","",,"","","","N","1",1,0,2,"A","-","11",21954,"A","N","G","B","E","A","H","-","C","D","0","Y","","","","Y","","N","60",0,0,0,1,0,0,0,0,0,"-","-",,
"5542777",2012,20120606,1942,20120506,0245,"38980","1037","7","5","7","1942","0","0","0","J","0","10T35","WHITE OAK AV","HAYNES ST","148","S","N","A","-","N","",,,"","",,"","","","N","1",1,0,2,"A","-","11",21954,"A","N","G","B","D","A","H","-","C","D","0","Y","","","","Y","","N","60",0,0,0,1,0,0,0,0,0,"-","-",,
"5562994",2012,20120910,1942,20120509,2240,"38859","0858","3","5","7","1942","0","0","0","H","0","6T7","ROBERTSON AV","PICO BL","25","S","N","A","-","N","",,,"","",,"","","","N","0",0,0,1,"A","-","21",22106,"","N","H","I","A","A","H","-","C","D","0","","","","","Y","","J","48",0,0,0,0,0,0,0,0,0,"-","-",,
"5562995",2012,20120921,1942,20120730,1500,"36659","0373","1","5","7","1942","0","0","0","C","0","3TL57","CRENSHAW BL","STOCKER ST","430","N","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"B","-","22",,"","N","B","C","A","A","H","-","A","D","0","","","","","Y","","J","48",0,0,0,0,0,0,0,0,0,"-","-",,
"5563006",2012,20120907,1942,20120331,0925,"38897","0889","6","5","7","1942","0","0","0","H","0","7T23","CADILLAC AV","ROBERTSON BL","8","E","N","C","-","N","",,,"","",,"","","","N","4",0,1,2,"A","-","04",21703,"","N","C","C","A","B","H","-","A","A","0","","","","","Y","","J","48",0,0,1,0,0,0,0,0,0,"-","-",,
"5563010",2012,20120910,1942,20120419,0900,"38799","1487","4","5","7","1942","0","0","0","N","0","14A49","AIRPORT BL","MANCHESTER BL","12","S","N","A","-","N","",,,"","",,"","","","Y","3",0,1,1,"C","-","18",,"","N","E","I","A","A","H","-","A","A","0","","","","","Y","","-","- ",0,1,0,0,0,0,0,0,0,"-","-",,
"5563046",2012,20120919,1942,20120727,1610,"38383","0174","5","5","7","1942","0","0","0","A","0","1TL24","7TH ST","MAIN ST","69","E","N","A","-","N","",,,"","",,"","","","Y","4",0,6,4,"A","-","03",22350,"","N","C","C","A","-","A","H","A","D","0","","","","","Y","","J","48",0,0,6,0,0,0,0,0,0,"-","-",,
"5563049",2012,20120925,1942,20120804,1235,"39991","1846","6","5","7","1942","0","0","0","R","0","12T73","114TH ST","PARMELEE AV","15","W","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"B","-","22",,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","J","48",0,0,0,0,0,0,0,0,0,"-","-",,
"5563073",2012,20120927,1942,20120430,2318,"","","1","5","7","1942","0","0","0","","0","","HOLLYWOOD BL","CHEROKEE AV","42","W","N","C","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","17",22517,"","N","B","C","A","B","H","-","C","D","0","","","","","Y","","J","48",0,0,0,0,0,0,0,0,0,"-","-",34.10147,118.33512
"5563096",2012,20120920,1942,20120811,0915,"39876","0281","6","5","7","1942","0","0","0","B","0","2TL15","PICO BL","HOOVER ST","95","E","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","07",21658,"A","N","B","E","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"5563103",2012,20120919,1942,20120810,0705,"33169","0279","5","5","7","1942","0","0","0","B","0","20MQ82","OLYMPIC BL","UNION AV","131","W","N","A","-","N","",,,"","",,"","","","N","4",0,1,2,"A","-","04",21703,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","J","48",0,0,1,0,0,0,0,0,0,"-","-",,
"5563112",2012,20120920,1942,20120810,0100,"36901","0448","5","5","7","1942","0","0","0","D","0","4T43","NORFOLK ST","MURCHISON ST","71","E","N","A","-","N","",,,"","",,"","","","Y","0",0,0,2,"A","-","13",22515,"A","M","A","C","A","A","H","-","C","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"5563128",2012,20120927,1942,20120824,1130," 18718","","5","5","7","1942","0","0","0","","0","","ROSCOE BL","ALLOTT AV","0","","Y","A","-","N","",,,"","",,"","","","Y","4",0,1,2,"A","-","09",21802,"B","N","D","C","A","A","H","-","A","D","0","","","","","Y","","J","48",0,0,1,0,0,0,0,0,0,"-","-",34.2217,118.42792
"5563136",2012,20120928,1942,20120503,1605,"484616","9999","4","5","7","1942","0","0","0","","0","92T1","ROBERTSON BL","BEVERLY BL","40","S","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","21",22106,"","N","C","E","A","A","H","-","A","D","0","","","","","Y","","J","43",0,0,0,0,0,0,0,0,0,"-","-",,
"5563140",2012,20120927,1942,20120804,2035,"37613","1494","6","5","7","1942","0","0","0","N","0","14T47","WORLD WY","EAST WY","270","W","N","A","-","N","",,,"","",,"","","","Y","4",0,1,1,"B","-","22",,"","N","E","I","A","A","H","-","C","D","0","","","","","Y","","J","49",0,0,1,0,0,0,0,0,0,"-","-",,
"5563145",2012,20120925,1942,20120821,0800,"","837","2","5","7","1942","0","0","0","","0","","KINROSS AV","GAYLEY AV","27","W","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"D","-","00",,"","M","B","C","A","A","H","-","A","A","0","","","","","Y","","-","- ",0,0,0,0,0,0,0,0,0,"-","-",,
"5563150",2012,20120917,1942,20120810,1630,"39970","1846","5","5","7","1942","0","0","0","R","0","5T27","SLATER AV","110TH ST","150","N","N","A","-","N","",,,"","",,"","","","Y","4",0,1,2,"A","-","03",22350,"","M","D","C","A","A","H","-","A","D","0","","","Y","","Y","","C","02",0,0,1,0,0,0,0,0,1,"-","-",,
"5563184",2012,20120917,1942,20120831,2150,"39695","0818","5","5","7","1942","0","0","0","H","0","8T35","DE NEVE DR","CHARLES E YOUNG DR","10","N","N","A","-","N","",,,"","",,"","","","N","4",0,1,2,"A","-","03",22350,"","N","B","G","A","A","H","-","C","D","0","","Y","","","Y","","L","04",0,0,1,0,0,0,1,0,0,"-","-",,
"5563188",2012,20120918,1942,20120825,1030,"31000","622","6","5","7","1942","0","0","0","","0","20TL59","LA CUESTA AV","LA CUESTA AV 2740","0","","Y","A","-","N","",,,"","",,"","","","N","0",0,0,1,"A","-","21",22106,"","N","H","I","A","A","H","-","A","D","0","","","","","Y","","J","48",0,0,0,0,0,0,0,0,0,"-","-",,
"5563192",2012,20120918,1942,20120901,2320,"33839","0646","6","5","7","1942","0","0","0","F","0","6T7","VINE ST","HOLLYWOOD BL","80","S","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"D","-","00",,"","N","B","E","A","A","H","-","C","D","0","","","","Y","Y","","-","- ",0,0,0,0,0,0,0,0,0,"-","-",,
"5563196",2012,20120917,1942,20120902,1155,"R2138","1431","7","5","7","1942","0","0","0","N","0","34T834","17TH AV","SPEEDWAY","0","","Y","A","-","N","",,,"","",,"","","","N","3",0,1,2,"A","-","09",21804,"A","N","B","G","A","A","H","-","A","A","0","","Y","","","Y","","L","04",0,1,0,0,0,0,1,0,0,"-","-",,
"5563220",2012,20120928,1942,20120829,1625,"38171","0112","3","5","7","1942","0","0","0","A","0","2TL28","SPRING ST","ALISO ST","0","","Y","A","-","N","",,,"","",,"","","","Y","0",0,0,2,"A","-","09",21801,"A","N","D","C","A","A","H","-","A","D","0","","","","","Y","","A","07",0,0,0,0,0,0,0,0,0,"-","-",,
"5563223",2012,20120926,1942,20120829,1630,"31255","1495","3","5","7","1942","0","0","0","N","0","6TL2","SEPULVEDA BL","96TH ST","6","N","N","A","-","Y","",,,"","",,"","","","N","4",0,1,2,"A","-","- ",,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","J","48",0,0,1,0,0,0,0,0,0,"-","-",,
"5563226",2012,20120925,1942,20120905,2325,"33757","0722","3","5","7","1942","0","0","0","G","0","20TL59","LA CIENEGA BL","3RD ST","6","S","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","08",22100,"A","N","B","C","A","A","H","-","C","A","0","","","","","Y","","J","48",0,0,0,0,0,0,0,0,0,"-","-",,
"5563230",2012,20120925,1942,20120828,1545,"26699","0764","2","5","7","1942","0","0","0","G","0","34MQ7","REDONDO AV","PICO BL","25","S","N","A","-","N","",,,"","",,"","","","Y","0",0,0,2,"A","-","09",21806,"A","N","D","C","A","A","H","-","A","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"5563256",2012,20120927,1942,20120831,2120,"39291","1249","5","5","7","1942","0","0","0","L","0","18T23","FLORENCE AV","HOOVER ST","55","E","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","21",22106,"","N","C","C","A","A","H","-","C","A","0","","","","","Y","","J","48",0,0,0,0,0,0,0,0,0,"-","-",,
"5563260",2012,20120927,1942,20120822,1555,"37724","1283","3","5","7","1942","0","0","0","L","0","18T39","WESTERN AV","CENTURY BL","80","N","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","08",22100,"B","N","D","C","A","A","H","-","A","D","0","","","","","Y","","J","48",0,0,0,0,0,0,0,0,0,"-","-",,
"5563261",2012,20121001,1942,20120829,0300,"39507","1467","3","5","7","1942","0","0","0","N","0","7TL23","CULVER BL","CENTINELA AV","225","E","N","A","-","N","",,,"","",,"","","","N","0",0,0,1,"A","-","03",22350,"","N","E","I","A","A","H","-","E","D","0","","","","","Y","","J","48",0,0,0,0,0,0,0,0,0,"-","-",,
"5563272",2012,20120927,1942,20120908,1441,"","","6","5","7","1942","0","0","0","","0","","BALBOA BL","VENTURA BL","187","N","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","09",21804,"A","N","D","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",34.16027,118.50033
"5563273",2012,20121001,1942,20120713,2135,"25495","1483","5","5","7","1942","0","0","0","N","0","7TL23","TUSCANY AV","REDLANDS ST","30","S","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","21",22106,"","N","H","E","A","A","H","-","C","D","0","","","","","Y","","J","48",0,0,0,0,0,0,0,0,0,"-","-",,
"5563276",2012,20120927,1942,20120831,0930,"31000","2062","5","5","7","1942","0","0","0","","0","20TL59","GRAMERCY PL","SAN MARINO ST","0","","Y","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","09",21802,"A","N","D","C","A","A","H","-","A","A","0","","","","","Y","","J","48",0,0,0,0,0,0,0,0,0,"-","-",,
"5563277",2012,20121001,1942,20120810,1635,"36911","1831","5","5","7","1942","0","0","0","R","0","5T27","121ST ST","FIGUEROA ST","83","E","N","A","-","N","",,,"","",,"","","","Y","0",0,0,2,"A","-","04",21703,"","N","C","C","A","A","H","-","A","D","0","","","Y","","Y","","J","48",0,0,0,0,0,0,0,0,0,"-","-",,
"5563282",2012,20120926,1942,20120828,1315,"31816","1143","2","5","7","1942","0","0","0","K","0","4TL43","MONON ST","SAINT GEORGE ST","0","","Y","A","-","N","",,,"","",,"","","","Y","4",0,1,2,"A","-","09",21802,"A","N","A","C","A","A","H","-","A","A","0","","","","","Y","","A","01",0,0,1,0,0,0,0,0,0,"-","-",,
"5563286",2012,20120927,1942,20120827,1040,"37482","0127","1","5","7","1942","0","0","0","A","0","11TL21","TEMPLE ST","JUDGE JOHN AISO ST","170","W","N","-","-","N","",,,"","",,"","","","N","4",0,2,2,"A","-","08",22107,"","N","A","C","A","A","H","-","A","A","0","","","","","Y","","-","- ",0,0,2,0,0,0,0,0,0,"-","-",,
"5563293",2012,20120928,1942,20120825,0910,"38444","1851","6","5","7","1942","0","0","0","R","0","18T23","FIGUEROA","EL SEGUNDO","14","N","N","B","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","08",22100,"B","N","D","C","A","A","H","-","A","A","0","","","","","Y","","J","48",0,0,0,0,0,0,0,0,0,"-","-",,
"5563298",2012,20120927,1942,20120714,0400,"39010","1123","6","5","7","1942","0","0","0","K","0","11TL53","GLENDALE BL","GLENHURST AV","0","","Y","A","-","N","",,,"","",,"","","","Y","2",0,2,2,"A","-","09",21806,"A","N","D","C","A","A","H","-","C","A","0","","","","","Y","","A","07",1,0,1,0,0,0,0,0,0,"-","-",,
"5563302",2012,20120928,1942,20120828,1120,"38365","0134","2","5","7","1942","0","0","0","A","0","13TL55","3RD ST","BROADWAY","50","E","N","A","-","N","",,,"","",,"","","","Y","0",0,0,3,"A","-","04",21703,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","A","07",0,0,0,0,0,0,0,0,0,"-","-",,
"5563306",2012,20120926,1942,20120901,0100,"38502","0185","6","5","7","1942","0","0","0","A","0","13T53","S MAIN ST","W 11TH ST","20","W","N","A","-","N","",,,"","",,"","","","Y","3",0,2,1,"A","-","03",22350,"","N","E","I","A","A","H","-","C","A","0","","","","","Y","","J","48",0,2,0,0,0,0,0,0,0,"-","-",,
"5563348",2012,20120926,1942,20120912,1540,"30452","1521","3","5","7","1942","0","0","0","O","0","9TL53","SHERMAN WAY","VARNA AV","0","","Y","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","09",21806,"A","N","D","C","A","A","H","-","A","A","0","","","","","Y","","A","07",0,0,0,0,0,0,0,0,0,"-","-",,
"5563366",2012,20121008,1942,20120910,0845,"39436","1838","1","5","7","1942","0","0","0","R","0","12T41","WILMINGTON AV","SANTA ANA BL","15","N","N","A","-","N","",,,"","",,"","","","N","4",0,1,2,"A","-","03",22350,"","N","C","C","A","A","H","-","A","A","0","","","","","Y","","A","01",0,0,1,0,0,0,0,0,0,"-","-",,
"5563373",2012,20121009,1942,20120912,1830,"40638","1824","3","5","7","1942","0","0","0","R","0","18T23","CENTURY BL","MCKINLEY AV","55","W","N","A","-","N","",,,"","",,"","","","N","4",0,3,3,"A","-","03",22350,"","N","C","C","A","A","H","-","A","A","0","","","","","Y","","J","48",0,0,3,0,0,0,0,0,0,"-","-",,
"5563374",2012,20121011,1942,20120903,2000,"38817","1241","1","5","7","1942","0","0","0","L","0","12TL41","BRYNHURST AV","63RD ST","373","S","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","21",22106,"","N","C","C","A","A","H","-","C","D","0","","","","","Y","","J","48",0,0,0,0,0,0,0,0,0,"-","-",,
"5563406",2012,20121011,1942,20120905,1200,"40803","0156","3","5","7","1942","0","0","0","A","0","1X92","SAN PEDRO ST","6TH ST","75","S","N","B","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","08",22107,"","N","B","E","A","A","H","-","A","D","0","","","","","Y","","J","48",0,0,0,0,0,0,0,0,0,"-","-",,
"5563410",2012,20121009,1942,20120919,0015,"40008","1361","3","5","7","1942","0","0","0","M","0","13T53","S BROADWAY","50TH ST","80","N","N","A","-","N","",,,"","",,"","","","N","4",0,2,2,"A","-","03",22350,"","N","C","C","A","A","H","-","C","D","0","","","","","Y","","A","01",0,0,2,0,0,0,0,0,0,"-","-",,
"5563414",2012,20121009,1942,20120918,2125,"39184","0417","2","5","7","1942","0","0","0","D","0","4T43-W","HUNTINGTON DR N","CANTO DR","0","","Y","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","07",21658,"A","N","B","C","A","A","H","-","C","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"5563417",2012,20121009,1942,20120913,1145,"40008","0426","4","5","7","1942","0","0","0","D","0","13T53","HUNTINGTON","PUEBLO","2","E","N","A","-","N","",,,"","",,"","","","Y","0",0,0,1,"A","-","08",22107,"","N","E","I","A","A","H","-","C","D","0","","","","","Y","","J","48",0,0,0,0,0,0,0,0,0,"-","-",,
"5563422",2012,20121009,1942,20120918,2300,"36814","1122","2","5","7","1942","0","0","0","K","0","1TL11","LOS FELIZ BL","RIVERSIDE DR","158","W","N","A","-","N","",,,"","",,"","","","Y","3",0,2,1,"A","-","03",22350,"","N","A","I","A","A","H","-","C","D","0","","","","","Y","","J","48",0,2,0,0,0,0,0,0,0,"-","-",,
"5563424",2012,20120926,1942,20120904,1345,"31816","219","2","5","7","1942","0","0","0","","0","11TL25","BEAUDRY AV","SUNSET BL","0","","Y","A","-","N","",,,"","",,"","","","Y","0",0,0,2,"A","-","09",21801,"A","N","A","C","A","A","H","-","A","A","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"5563426",2012,20121009,1942,20120902,1500,"40059","0301","7","5","7","1942","0","0","0","C","0","12TL41","ADAMS BL","CARMONA AV","0","","Y","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","05",21650,"1","N","D","G","A","A","H","-","A","D","0","","Y","","","Y","","L","04",0,0,0,0,0,0,0,0,0,"-","-",,
"5563428",2012,20120926,1942,20120911,0205,"39349","0162","2","5","7","1942","0","0","0","A","0","2T15","W 8TH ST","S HOPE ST","100","E","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","21",22106,"","N","H","E","A","A","H","-","C","D","0","","","","","Y","","J","48",0,0,0,0,0,0,0,0,0,"-","-",,
"5563429",2012,20121009,1942,20120817,1615,"35648","0329","5","5","7","1942","0","0","0","C","0","12MQ65","29TH ST","FLOWER ST","7","W","N","A","-","Y","",,,"","",,"","","","N","3",0,1,2,"A","-","05",21650,"1","N","D","G","A","A","D","-","A","A","0","","Y","","","Y","","L","04",0,1,0,0,0,0,1,0,0,"-","-",,
"5563432",2012,20120925,1942,20120830,1130,"30248","0129","4","5","7","1942","0","0","0","A","0","1TL11","TEMPLE ST","VIGNES ST","40","E","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","21",22106,"","N","H","C","A","A","H","-","A","D","0","","","","","Y","","D","22",0,0,0,0,0,0,0,0,0,"-","-",,
"5563433",2012,20121009,1942,20120829,2015,"39291","0397","3","5","7","1942","0","0","0","C","0","5T21","MARTIN LUTHER KING JR BL","HALLDALE AV","10","E","N","A","-","N","",,,"","",,"","","","N","3",0,1,2,"A","-","11",21954,"A","N","G","B","E","A","H","-","C","A","0","Y","","","","Y","","N","60",0,1,0,0,1,0,0,0,0,"-","-",,
"5563434",2012,20121012,1942,20120909,2135,"39695","1435","7","5","7","1942","0","0","0","N","0","14T47","CENTINELA AV","CHARNOCK RD","0","","Y","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","02",22400,"A","N","D","E","A","A","H","-","C","A","0","","","","","Y","","J","48",0,0,0,0,0,0,0,0,0,"-","-",,
"5563435",2012,20120925,1942,20120911,1550,"39317","1283","2","5","7","1942","0","0","0","L","0","18T39","95TH ST","MANHATTAN PL","671","W","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","09",21804,"A","N","D","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"5563436",2012,20120926,1942,20120910,1135,"39586","0152","1","5","7","1942","0","0","0","A","0","11T21","WILSHIRE BL","FIGUEROA ST","107","E","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","06",21750,"","N","B","C","A","A","H","-","A","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"5563437",2012,20121009,1942,20120901,1735,"36752","0379","6","5","7","1942","0","0","0","C","0","3T57","BUDLONG AV","BROWNING BL","146","S","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","06",21750,"","N","D","C","A","A","H","-","A","A","0","","","","","Y","","J","48",0,0,0,0,0,0,0,0,0,"-","-",,
"5563438",2012,20121012,1942,20120914,0540,"38394","2056","5","5","7","1942","0","0","0","","0","8T35","VERMONT AV","SAN MARINO","61","N","N","A","-","N","",,,"","",,"","","","N","0",0,0,2,"A","-","07",21658,"A","N","B","C","A","A","H","-","C","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
"5563471",2012,20121010,1942,20120920,0830,"30452","1021","4","5","7","1942","0","0","0","J","0","9TL53","CORBIN AV","SHERMAN WY","50","S","N","A","-","N","",,,"","",,"","","","Y","3",0,2,3,"A","-","03",22350,"","N","C","C","A","A","H","-","A","D","0","","","","","Y","","A","07",0,1,1,0,0,0,0,0,0,"-","-",,
"5563488",2012,20121009,1942,20120919,1410,"39889","0411","3","5","7","1942","0","0","0","D","0","13TL22","PASADENA AV","SAN FERNANDO RD","0","","N","A","-","N","",,,"","",,"","","","N","4",0,1,2,"A","-","12",21453,"A","N","D","C","A","A","H","-","A","A","0","","","","","Y","","-","- ",0,0,1,0,0,0,0,0,0,"-","-",,
"5563491",2012,20121010,1942,20120921,0720,"37766","2114","5","5","7","1942","0","0","0","","0","17TL13","ROSCOE BL","FARRALONE AV","48","W","N","A","-","N","",,,"","",,"","","","N","4",0,1,2,"A","-","03",22350,"","N","C","C","A","A","H","-","A","A","0","","","","","Y","","J","48",0,0,1,0,0,0,0,0,0,"-","-",,
"5563495",2012,20121010,1942,20120924,0325,"36336","1963","1","5","7","1942","0","0","0","","0","15T43","CEDROS AV","NOVICE ST","195","N","N","A","-","N","",,,"","",,"","","","Y","0",0,0,3,"A","-","03",22350,"","N","E","I","A","A","H","-","D","D","0","","","","","Y","","A","01",0,0,0,0,0,0,0,0,0,"-","-",,
